"","PARTY","educ","race","Voted_2020","gender","FT_DemParty","FT_RepParty","FT_Biden_pre","FT_Trump_pre","FT_Biden_post","FT_Trump_post","FT_Fauci","FT_fundamentalist","FT_Feminists","FT_Liberals","FT_laborUnions","FT_bigBusiness","FT_conservatives","FT_SCOTUS","FT_gaymen","FT_Congress","FT_Muslims","FT_Christians","FT_Jewish","FT_police","FT_Transpeople","FT_Scientist","FT_BLM","FT_journalists","FT_NATO","FT_UN","FT_NRA","FT_Socialist","FT_capitalist","FT_FBI","FT_ICE","FT_MeToo","FT_rural","FT_Parent","FT_WHO","FT_CDC"
"1316","Democrat","Some College","Other",TRUE,"Female",50,50,60,15,85,0,50,50,100,60,85,40,50,50,50,50,50,70,50,30,50,50,100,70,50,85,NA,0,50,50,0,85,NA,70,60,70
"1317","Republican","Some College","White",TRUE,"Male",10,60,0,100,0,100,40,100,50,50,40,60,85,70,60,40,60,100,70,100,50,70,0,15,70,15,85,15,85,60,85,0,70,15,40,60
"1318","Republican","Less than High School","White",FALSE,"Female",0,100,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Democrat","Bachelor's Degree","Native American",TRUE,"Female",60,0,60,0,70,0,85,0,100,100,100,40,15,40,100,60,100,100,100,60,100,100,100,50,NA,60,NA,100,30,50,0,100,NA,100,85,40
"1320","Republican","Bachelor's Degree","White",TRUE,"Male",0,70,0,85,0,70,50,40,0,0,30,60,85,85,50,30,50,100,100,100,50,50,0,0,50,40,100,0,NA,50,70,30,85,30,30,50
"1321","Democrat","Less than High School","Black",FALSE,"Female",100,0,85,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","Republican","Less than High School","White",TRUE,"Female",30,85,15,100,0,100,50,50,60,40,50,50,70,50,85,50,50,85,100,100,85,85,0,50,60,60,85,15,50,70,70,70,50,50,60,70
"1323","Democrat","High School","White",TRUE,"Female",85,30,85,0,100,0,85,30,60,85,50,70,85,85,50,85,30,100,70,100,0,85,0,70,NA,85,50,NA,NA,100,85,0,85,85,NA,100
"1324","Republican","Graduate Degree","White",TRUE,"Female",0,70,0,60,15,85,0,95,15,0,15,50,85,85,85,30,15,95,50,85,30,50,15,0,50,60,85,0,85,60,0,70,85,0,50,0
"1325","Republican","Some College","White",TRUE,"Male",60,85,15,45,60,40,85,50,35,15,65,40,70,50,45,45,80,90,50,55,50,65,40,40,50,80,80,30,75,60,65,50,65,40,80,80
"1326","Republican","Some College","White",FALSE,"Male",0,85,0,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","Democrat","Graduate Degree","White",TRUE,"Female",60,15,70,0,85,0,100,15,65,70,50,50,30,45,85,35,75,25,85,85,75,90,65,70,85,90,20,50,60,85,50,60,55,65,75,90
"1328","Republican","Some College","White",TRUE,"Male",40,85,40,100,30,100,85,70,30,30,70,70,85,70,50,30,50,100,70,70,50,85,30,30,50,70,50,0,50,85,85,50,50,60,60,100
"1329","Independent","Some College","White",TRUE,"Female",15,60,30,60,15,60,40,0,40,40,60,15,60,60,50,15,40,60,70,70,70,85,0,0,50,0,60,0,60,40,50,60,70,40,0,40
"1330","Democrat","Graduate Degree","White",TRUE,"Male",60,15,85,0,90,0,85,15,85,85,85,40,40,70,85,15,85,85,85,70,85,90,70,90,70,70,0,70,30,85,15,85,40,85,70,70
"1331","Democrat","Graduate Degree","Asian",FALSE,"Male",50,50,50,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1332","Democrat","Graduate Degree","White",TRUE,"Male",70,40,70,30,70,40,60,50,85,85,60,70,85,70,100,40,85,85,100,85,70,100,85,60,50,60,85,40,70,70,85,85,100,100,60,85
"1333","Democrat","Less than High School","White",TRUE,"Female",100,0,100,0,80,0,90,50,70,60,90,40,20,40,60,10,60,50,60,60,50,100,70,100,80,50,0,80,70,80,10,80,60,80,70,80
"1334","Independent","Some College","White",FALSE,"Female",60,60,0,50,60,40,50,0,100,100,50,0,100,50,100,50,100,0,100,100,50,100,100,0,100,100,100,0,80,100,100,100,100,100,100,50
"1335","Democrat","Bachelor's Degree","White",TRUE,"Female",70,50,70,0,60,0,20,60,70,80,60,50,60,60,80,60,80,60,80,80,80,80,80,60,60,80,30,80,50,80,50,30,80,80,80,80
"1336","Republican","Some College","White",TRUE,"Male",0,85,0,100,0,100,30,50,40,0,60,40,40,70,85,70,85,85,85,85,85,70,50,40,50,50,85,50,50,85,85,50,NA,85,70,70
"1337","Republican","Less than High School","White",FALSE,"Male",20,90,10,90,58,54,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,NA,NA,NA,55,NA,NA,55,NA,NA,NA,NA,NA
"1338","Republican","Some College","White",TRUE,"Female",50,70,30,85,30,85,60,50,50,60,70,50,50,85,50,60,50,70,50,85,50,60,70,40,50,70,50,50,50,50,60,70,85,60,60,70
"1339","Democrat","Graduate Degree","White",TRUE,"Female",70,15,85,0,100,0,100,0,100,85,85,60,30,60,100,70,85,85,100,85,100,100,70,85,85,85,0,40,85,70,30,85,85,100,85,85
"1340","Democrat","High School","White",TRUE,"Female",100,0,100,0,85,0,85,30,70,50,70,15,50,40,85,40,70,70,85,70,70,85,70,70,85,70,60,50,40,70,15,NA,70,85,85,85
"1341","Democrat","High School","Hispanic",FALSE,"Male",50,50,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1342","Independent","Some College","Native American",FALSE,"Male",50,15,60,0,15,15,30,50,50,50,70,25,50,45,50,40,55,50,50,20,50,50,60,45,50,50,35,50,50,60,40,30,60,45,NA,45
"1343","Republican","High School","White",FALSE,"Male",50,100,50,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1344","Republican","Graduate Degree","White",TRUE,"Female",0,85,0,100,0,100,50,70,60,40,60,60,85,85,70,70,40,100,100,100,60,70,30,30,85,70,90,20,85,70,90,30,85,40,70,85
"1345","Independent","Graduate Degree","Hispanic",TRUE,"Female",50,0,85,0,100,0,100,0,70,85,70,60,60,50,100,50,100,100,100,85,100,100,100,85,100,70,0,100,70,70,40,100,100,100,70,100
"1346","Democrat","Graduate Degree","White",TRUE,"Male",65,10,55,0,65,NA,90,2,75,85,85,70,45,50,75,48,50,20,50,30,50,99,50,90,80,80,20,89,50,70,20,80,NA,80,80,90
"1347","Republican","Bachelor's Degree","White",TRUE,"Male",0,100,0,70,0,100,20,50,15,0,100,50,75,75,50,50,0,100,75,100,10,100,0,25,50,50,100,50,0,100,100,50,100,0,100,100
"1348","Independent","Some College","White",TRUE,"Male",40,20,50,0,70,0,100,30,50,40,40,15,30,60,40,15,50,30,30,40,40,85,50,60,50,60,0,30,30,70,60,50,85,15,60,85
"1349","Democrat","Bachelor's Degree","White",TRUE,"Male",70,15,70,0,85,0,100,15,85,70,70,0,30,40,100,30,70,50,100,40,85,70,85,100,70,85,0,85,30,70,0,100,40,100,85,100
"1350","Democrat","Graduate Degree","White",TRUE,"Male",40,0,60,0,70,0,100,30,85,85,85,40,30,40,85,40,70,70,70,30,85,85,85,85,60,50,0,60,60,50,0,85,60,85,70,85
"1351","Democrat","Graduate Degree","White",TRUE,"Male",85,0,100,0,90,0,100,15,85,85,70,40,40,40,100,40,70,50,85,70,100,85,85,85,85,85,0,85,60,60,15,100,100,100,100,100
"1352","Democrat","Bachelor's Degree","Hispanic",TRUE,"Female",85,60,85,0,100,0,100,40,100,100,70,85,70,100,100,85,100,85,100,100,85,100,100,100,100,100,15,85,40,100,70,100,85,100,100,100
"1353","Republican","Some College","White",FALSE,"Female",0,70,0,100,0,85,85,85,50,0,40,60,100,85,50,40,30,100,85,100,50,60,0,30,70,85,100,0,0,70,85,30,100,0,40,85
"1354","Republican","Graduate Degree","White",TRUE,"Female",25,85,0,60,30,30,70,10,85,60,90,20,25,40,100,70,85,30,100,100,100,100,20,30,NA,80,100,10,40,90,70,90,80,100,90,90
"1355","Republican","Some College","White",TRUE,"Female",10,95,0,85,5,80,50,50,50,40,30,50,80,70,50,70,50,50,50,75,50,50,5,30,50,50,80,5,50,50,50,50,50,50,50,35
"1356","Independent","Some College","Black",TRUE,"Female",50,50,60,15,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
"1357","Democrat","Bachelor's Degree","White",FALSE,"Female",60,50,60,40,70,40,80,0,50,40,50,40,50,85,85,70,40,70,NA,100,50,85,50,30,70,60,30,15,30,100,85,NA,100,50,85,100
"1358","Democrat","Less than High School","White",TRUE,"Female",70,15,70,0,100,0,100,15,60,60,NA,40,40,60,50,40,50,50,85,70,50,10,60,85,60,70,60,30,30,NA,40,60,40,85,70,60
"1359","Independent","Some College","Black",TRUE,"Male",50,50,60,40,NA,50,50,50,50,50,NA,50,20,50,50,20,50,50,50,50,50,20,50,50,20,50,20,20,20,50,50,50,20,50,20,50
"1360","Republican","Graduate Degree","White",FALSE,"Female",40,60,60,30,65,15,85,50,95,15,10,80,55,70,100,60,40,70,100,70,100,100,55,85,50,0,15,0,85,80,10,100,50,100,70,70
"1361","Republican","Bachelor's Degree","Hispanic",TRUE,"Male",60,75,85,0,75,0,50,40,50,40,65,70,90,90,50,90,100,50,100,65,50,100,85,50,NA,100,20,50,50,50,65,45,90,100,85,50
"1362","Republican","Bachelor's Degree","White",TRUE,"Male",30,70,40,70,30,70,60,50,40,30,60,60,50,70,60,30,50,80,70,70,40,85,15,30,60,70,85,30,70,60,50,40,85,50,70,70
"1363","Republican","Bachelor's Degree","White",TRUE,"Female",0,60,0,70,0,60,50,70,50,30,50,60,70,60,50,60,50,80,70,70,50,70,50,40,50,40,50,20,70,50,50,NA,80,0,60,60
"1364","Democrat","Graduate Degree","White",TRUE,"Male",50,0,60,0,70,0,100,15,70,60,70,85,60,40,50,15,50,85,85,70,30,100,60,85,60,40,60,40,85,60,0,0,100,100,100,100
"1365","Democrat","Some College","White",TRUE,"Male",70,15,85,30,85,0,85,70,60,70,85,40,60,40,50,70,60,70,70,60,60,70,70,70,60,70,40,70,60,70,30,50,85,85,85,85
"1366","Republican","Some College","White",TRUE,"Female",0,100,0,100,0,100,0,50,NA,0,50,50,85,85,0,50,0,85,85,100,0,15,0,15,0,50,100,0,0,85,50,0,85,0,0,0
"1367","Republican","High School","White",TRUE,NA,40,65,60,60,60,60,60,85,80,40,70,65,60,60,100,60,60,100,90,60,100,70,100,50,60,70,90,30,65,80,70,80,100,85,100,70
"1368","Republican","Some College","White",TRUE,"Male",40,70,0,70,0,70,NA,30,0,30,0,50,50,50,50,60,50,50,50,50,50,50,0,0,50,0,30,0,50,0,60,30,50,0,0,30
"1369","Republican","Bachelor's Degree","White",TRUE,"Male",15,60,15,30,30,70,70,50,30,15,70,85,85,60,50,50,50,50,50,85,50,50,15,40,50,70,60,15,70,85,85,15,50,50,50,70
"1370","Democrat","Bachelor's Degree","White",TRUE,"Female",60,30,70,0,85,0,85,15,100,60,60,30,NA,40,70,60,50,40,70,70,50,100,60,60,85,85,30,30,70,70,40,85,60,85,85,85
"1371","Independent","Bachelor's Degree","White",TRUE,"Female",15,60,0,70,0,85,0,0,40,30,60,70,50,60,40,0,60,100,100,85,40,60,0,0,50,0,85,0,100,60,60,60,100,0,0,40
"1372","Republican","Bachelor's Degree","White",TRUE,"Female",60,40,85,30,85,15,100,70,85,85,70,70,85,70,60,70,60,100,85,85,60,100,100,85,100,85,30,30,85,100,85,70,100,60,100,100
"1373","Republican","Some College","White",TRUE,"Female",0,100,0,85,0,75,50,40,50,0,60,30,85,50,0,40,30,40,50,100,0,50,0,0,50,50,100,0,50,50,100,NA,90,50,50,50
"1374","Democrat","High School","Black",TRUE,"Male",65,15,85,0,100,0,100,100,100,100,100,50,100,50,100,50,50,100,100,30,100,100,100,50,NA,50,0,100,100,50,NA,100,NA,100,100,100
"1375","Independent","Bachelor's Degree","White",TRUE,"Female",40,40,0,60,0,100,0,0,0,0,0,100,100,50,0,30,100,100,100,70,0,100,0,0,100,100,100,0,100,100,100,100,100,100,100,100
"1376","Independent","Less than High School","White",FALSE,"Female",60,30,70,0,85,0,100,50,60,NA,50,30,NA,50,70,50,NA,50,85,85,70,85,70,NA,100,100,85,NA,NA,85,70,100,NA,100,NA,85
"1377","Democrat","High School","White",TRUE,"Male",60,0,70,0,85,0,85,0,85,85,85,30,15,50,85,15,85,40,85,70,85,85,85,85,70,70,40,70,70,85,30,85,70,85,85,85
"1378","Independent","Some College","White",TRUE,"Female",30,15,50,15,0,0,50,15,30,30,40,40,30,30,70,30,40,30,60,60,70,50,60,50,50,50,50,30,30,60,0,NA,50,70,70,70
"1379","Democrat","Bachelor's Degree","White",FALSE,"Male",70,15,100,0,100,0,85,0,75,40,40,70,30,40,75,15,75,75,75,30,75,85,70,75,85,75,0,30,85,75,30,75,75,75,75,65
"1380","Democrat","Less than High School","Black",FALSE,"Male",85,15,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1381","Republican","Some College","White",TRUE,"Female",40,60,30,60,15,60,60,50,15,40,85,50,70,60,50,60,50,100,80,80,40,60,50,30,60,50,85,30,NA,70,60,60,70,40,60,60
"1382","Republican","High School","White",TRUE,"Female",0,100,0,100,100,50,50,40,40,85,50,15,40,40,40,60,50,85,85,40,50,85,50,60,50,85,0,85,40,50,15,85,50,60,40,40
"1383","Democrat","Bachelor's Degree","White",TRUE,"Female",100,0,100,0,100,0,100,40,80,90,70,40,70,90,90,90,40,80,40,90,70,75,70,90,80,80,NA,NA,NA,90,40,NA,90,NA,90,90
"1384","Republican","Less than High School","White",TRUE,"Male",0,60,0,70,50,60,40,50,70,50,30,40,50,60,100,60,60,70,60,100,60,85,40,15,60,60,50,50,30,70,50,30,85,85,60,60
"1385","Democrat","Some College","White",TRUE,"Female",70,0,85,0,85,0,100,0,100,100,70,0,0,15,100,30,70,30,70,60,100,100,100,85,70,85,0,60,30,60,0,70,40,100,85,70
"1386","Republican","Some College","White",FALSE,"Male",40,40,60,0,70,0,100,15,30,15,15,100,60,85,50,15,50,85,85,85,50,100,0,30,85,50,0,0,85,100,85,0,100,100,60,70
"1387","Republican","Graduate Degree","White",TRUE,"Female",0,100,0,100,0,100,15,100,50,50,100,70,100,100,60,100,50,100,100,100,60,100,60,15,0,40,100,0,100,70,100,85,100,0,0,85
"1388","Republican","Some College","White",TRUE,"Male",0,100,0,85,0,70,60,70,30,15,40,60,60,60,50,30,70,60,60,85,50,70,0,50,NA,50,85,0,60,70,60,NA,85,40,50,60
"1389","Democrat","Bachelor's Degree","White",TRUE,"Male",85,15,85,0,85,0,100,15,100,85,100,50,15,60,100,85,50,85,50,85,85,100,100,85,100,100,15,50,50,85,0,100,85,100,100,85
"1390","Democrat","Bachelor's Degree","White",TRUE,"Female",85,15,85,0,100,0,100,50,70,70,70,30,30,50,70,50,85,100,100,85,50,100,85,70,100,100,15,0,15,85,30,60,85,85,100,85
"1391","Democrat","Graduate Degree","White",TRUE,"Female",65,15,85,15,80,5,95,50,80,50,60,50,50,50,90,20,80,80,90,70,90,90,90,70,60,70,20,50,40,60,30,90,90,80,80,95
"1392","Democrat","High School","White",FALSE,"Female",100,0,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","Republican","Bachelor's Degree","Asian",TRUE,"Male",0,85,50,100,50,100,50,60,50,0,50,50,100,100,60,50,50,100,70,85,50,50,15,60,50,50,50,0,70,50,100,50,70,0,16,50
"1394","Independent",NA,"Hispanic",TRUE,"Female",0,70,NA,NA,60,50,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
"1395","Independent","Some College","Black",FALSE,"Female",100,100,50,85,50,100,50,85,50,50,85,50,80,85,50,85,50,100,50,50,50,50,50,100,NA,NA,85,50,50,85,85,NA,NA,100,NA,85
"1396","Independent","Less than High School","Hispanic",FALSE,"Male",50,50,30,15,60,40,70,50,50,15,50,20,15,60,50,50,50,50,50,0,50,70,75,35,NA,85,50,50,45,35,0,65,50,75,65,50
"1397","Democrat","Some College","White",TRUE,"Male",100,0,100,0,100,0,85,30,100,100,85,30,15,40,85,70,85,85,100,85,70,85,85,85,100,85,0,60,50,85,15,85,85,85,85,100
"1398","Democrat","Bachelor's Degree","White",TRUE,"Male",85,0,100,0,100,0,100,30,85,85,85,30,15,60,85,85,85,85,85,70,70,100,85,85,100,85,0,70,60,85,15,60,85,100,100,100
"1399","Republican","Bachelor's Degree","White",TRUE,"Male",50,50,35,55,45,60,55,70,55,40,35,60,75,80,50,40,55,80,70,85,50,85,50,55,70,70,40,40,70,65,60,60,60,50,70,75
"1400","Independent","Some College","White",TRUE,"Female",50,50,0,NA,30,50,60,50,50,50,60,28,60,60,NA,50,40,85,50,85,50,100,40,30,50,60,50,30,50,40,60,50,NA,30,50,70
"1401","Democrat","Bachelor's Degree","White",FALSE,"Male",60,0,85,0,100,0,100,30,50,50,85,50,0,15,50,15,50,40,50,50,50,100,0,100,60,70,50,70,50,50,50,40,100,100,85,60
"1402","Democrat","Some College","Hispanic",TRUE,"Female",60,30,60,0,70,0,70,0,100,100,85,40,0,30,100,40,85,0,100,15,100,100,100,85,NA,100,40,70,NA,70,30,100,NA,100,100,85
"1403","Democrat","Bachelor's Degree","White",FALSE,"Female",100,0,85,0,100,0,100,50,100,85,50,0,30,70,100,35,100,60,100,40,100,100,100,90,50,50,0,80,50,50,0,100,50,100,90,85
"1404","Republican","High School","White",FALSE,"Female",50,50,40,65,30,65,NA,50,50,50,50,40,50,60,50,70,50,70,60,80,30,20,30,70,40,60,80,50,40,60,70,60,80,60,70,70
"1405","Republican","Some College","White",TRUE,"Female",0,100,0,100,0,100,0,NA,30,0,50,30,100,50,50,40,30,100,100,70,50,50,0,0,40,15,100,0,50,30,70,NA,85,0,15,30
"1406","Democrat","High School","White",TRUE,"Female",85,0,100,0,100,0,100,0,100,100,70,0,15,50,100,85,70,50,100,85,70,100,85,100,85,100,0,85,0,85,30,70,100,100,100,100
"1407","Independent","Some College","Hispanic",FALSE,"Female",70,30,50,30,50,50,50,50,100,50,100,100,50,50,100,15,100,100,100,0,100,100,100,50,NA,100,NA,50,50,100,30,NA,NA,100,100,60
"1408","Republican","Some College","White",FALSE,"Male",10,90,49,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1409","Republican","High School","White",TRUE,"Male",20,50,30,100,0,85,0,60,50,0,40,50,60,60,50,40,50,60,60,70,50,50,0,0,40,0,85,0,100,40,40,0,100,20,0,0
"1410","Republican","Some College","White",FALSE,"Female",15,85,30,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1411","Democrat","Some College","White",TRUE,"Female",85,40,70,0,85,0,100,50,85,85,50,50,50,100,100,50,100,100,100,85,85,85,100,85,85,85,50,NA,NA,85,30,85,NA,85,85,70
"1412","Democrat","Graduate Degree","White",TRUE,"Male",70,25,85,10,90,0,85,40,75,80,70,50,40,60,85,60,65,85,90,70,75,85,75,80,75,70,20,50,60,80,60,75,75,90,80,75
"1413","Democrat","High School","Black",TRUE,"Male",70,15,85,0,85,NA,70,40,70,70,85,85,70,30,50,70,85,85,70,85,50,85,100,85,70,70,50,50,60,70,50,70,70,70,85,70
"1414","Republican","Less than High School","White",TRUE,"Male",15,85,0,70,0,60,50,50,50,50,50,50,50,60,50,50,50,50,50,85,50,50,0,0,50,60,85,50,50,60,70,NA,85,50,50,60
"1415","Democrat","Some College","White",TRUE,"Female",70,NA,100,0,100,0,50,50,50,85,0,50,50,85,100,50,75,65,100,85,65,70,0,0,85,100,0,65,50,85,0,NA,50,80,85,100
"1416","Republican","Bachelor's Degree","White",TRUE,"Female",0,85,0,85,0,100,50,50,85,50,85,50,50,85,100,50,0,100,100,100,100,85,50,50,85,85,100,0,50,100,85,85,NA,100,85,70
"1417","Republican","Graduate Degree","White",TRUE,"Female",40,70,30,70,0,80,70,40,50,0,100,50,70,80,50,40,50,50,50,70,50,100,50,15,50,50,100,0,90,70,80,NA,90,85,70,85
"1418","Republican","Some College","Black",FALSE,"Female",50,50,0,70,40,70,40,100,30,30,60,70,70,50,50,30,40,100,100,85,50,60,0,0,50,0,70,0,70,60,85,0,100,0,50,60
"1419","Republican","High School","White",FALSE,"Male",50,70,0,85,0,100,50,100,50,50,85,50,50,50,50,50,50,100,50,100,0,50,0,15,50,50,100,50,50,85,50,50,50,50,50,70
"1420","Independent","Some College","Hispanic",FALSE,"Female",50,50,50,50,30,70,30,40,85,70,40,40,100,40,40,40,40,15,70,50,40,40,70,15,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,40,40
"1421","Independent","Some College","White",TRUE,"Female",50,NA,85,35,85,15,70,50,70,50,50,50,85,85,40,50,50,70,50,85,40,85,30,50,NA,50,60,NA,NA,85,40,85,60,50,NA,80
"1422","Independent","Bachelor's Degree","Black",FALSE,"Male",50,15,60,0,85,0,100,85,85,70,85,50,70,70,50,70,70,100,70,70,50,50,85,85,50,50,15,70,70,100,100,85,70,85,85,85
"1423","Republican","Some College","White",TRUE,"Male",15,85,15,85,15,85,50,60,40,30,40,50,40,60,50,40,50,60,50,50,50,50,50,50,50,50,70,40,60,50,60,50,70,50,40,60
"1424","Democrat","High School","Black",TRUE,"Male",70,60,70,50,70,50,90,65,50,70,75,65,65,70,65,70,60,80,70,50,75,95,80,85,70,70,60,65,50,75,60,90,70,80,80,75
"1425","Independent","Some College","Hispanic",FALSE,"Male",50,30,60,15,50,0,50,55,80,80,100,55,55,0,80,50,60,80,80,NA,60,0,70,60,NA,0,55,NA,0,0,0,NA,NA,0,0,55
"1426","Democrat","Graduate Degree","White",FALSE,"Female",85,0,85,0,85,0,85,0,70,70,50,0,0,15,60,15,60,40,50,70,70,85,50,15,50,60,15,50,NA,60,40,85,40,85,100,100
"1427","Republican","Some College","White",TRUE,"Female",15,70,15,85,0,85,40,NA,50,70,50,70,40,60,15,70,40,100,NA,100,40,50,NA,60,NA,NA,100,NA,NA,85,70,NA,NA,50,40,85
"1428","Republican","Some College","White",TRUE,"Female",20,20,30,15,40,0,60,30,100,60,50,60,60,85,85,60,70,70,100,85,85,100,70,85,50,50,50,40,50,60,70,85,85,85,70,60
"1429","Democrat","Graduate Degree","White",TRUE,"Female",85,30,85,0,85,0,85,40,85,70,50,30,60,85,85,15,70,100,85,85,40,100,70,85,70,85,40,70,40,85,50,NA,40,60,50,100
"1430","Democrat","Less than High School","Hispanic",TRUE,"Male",60,30,NA,NA,86,0,100,50,85,40,70,30,60,40,70,40,70,70,85,85,60,100,86,100,85,85,70,15,15,70,70,70,85,85,85,100
"1431","Democrat","Graduate Degree","White",TRUE,"Female",75,25,65,1,85,0,100,5,90,70,65,40,35,40,100,30,85,40,85,40,95,70,85,80,90,75,0,60,45,50,20,65,40,100,90,60
"1432","Republican","High School","White",TRUE,"Female",50,50,40,30,50,30,100,50,50,50,10,50,50,70,100,50,100,100,100,100,100,100,80,50,100,100,80,50,50,50,50,80,100,100,80,100
"1433","Republican","Some College","White",TRUE,"Female",40,85,0,85,40,85,100,50,50,50,50,50,50,50,85,50,70,100,100,70,60,60,50,50,50,50,50,NA,NA,50,NA,50,NA,50,NA,NA
"1434","Republican","Less than High School",NA,FALSE,"Male",0,85,15,100,50,100,50,60,85,50,70,85,30,50,30,50,0,85,50,60,0,70,60,0,NA,50,85,50,NA,50,NA,NA,NA,NA,50,50
"1435","Democrat",NA,NA,TRUE,NA,85,30,85,30,85,0,85,70,85,85,70,30,30,70,85,15,70,85,70,70,70,85,50,50,50,70,50,40,40,86,40,85,70,85,70,85
"1436","Republican","Bachelor's Degree","White",FALSE,"Female",0,70,15,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1437","Democrat","Graduate Degree","White",TRUE,"Female",65,30,75,0,85,0,85,15,70,60,60,40,30,30,70,30,50,40,50,40,60,85,60,70,50,70,15,50,50,60,15,70,40,85,70,30
"1438","Republican","Graduate Degree","White",FALSE,"Male",60,60,70,0,85,0,90,40,35,55,40,55,55,85,40,45,50,45,50,60,40,85,45,50,75,65,60,45,70,70,55,45,60,55,65,60
"1439","Republican","High School","White",FALSE,"Male",15,70,15,85,15,100,60,85,50,50,0,70,85,100,85,40,85,85,85,100,70,85,0,15,70,60,85,0,85,40,85,70,85,50,30,70
"1440","Democrat","Graduate Degree","White",TRUE,"Male",85,15,15,15,100,0,85,40,70,70,60,50,0,50,70,30,70,85,70,85,85,70,70,70,70,100,30,40,70,70,60,70,75,85,70,85
"1441","Democrat","Some College","Native American",TRUE,"Female",85,0,100,0,100,0,85,60,85,85,100,70,40,60,85,70,70,50,85,70,85,100,85,85,85,85,40,60,85,85,15,85,70,85,85,50
"1442","Democrat","Some College","Black",TRUE,"Female",70,0,85,0,85,0,100,50,50,50,70,50,50,70,50,30,50,85,50,40,50,100,85,85,50,50,70,0,50,40,50,85,NA,85,70,85
"1443","Republican","Bachelor's Degree","White",TRUE,"Female",40,50,40,40,50,NA,49,50,48,50,50,50,55,55,49,49,50,75,65,55,48,52,47,47,49,50,40,35,51,49,50,52,60,30,50,52
"1444","Republican","Bachelor's Degree","White",TRUE,"Female",30,70,0,85,0,70,85,50,85,30,90,30,70,50,85,50,30,100,100,90,60,85,0,15,50,50,90,0,100,50,80,85,100,85,50,70
"1445","Democrat","Some College","Black",TRUE,"Female",100,0,100,0,80,0,100,50,50,50,90,50,70,50,85,50,60,100,50,50,50,85,100,70,50,50,0,0,50,75,0,40,0,100,50,100
"1446","Democrat","Some College","Hispanic",TRUE,"Female",15,40,60,40,70,16,70,60,60,30,30,60,85,85,50,NA,60,85,85,85,50,85,15,30,50,70,85,NA,NA,85,50,NA,100,60,NA,70
"1447","Democrat","Graduate Degree","White",TRUE,"Female",70,30,85,15,100,0,85,30,70,50,50,30,40,50,85,50,50,70,70,85,50,85,30,40,50,85,30,NA,30,85,30,NA,50,70,100,100
"1448","Republican","High School","Hispanic",TRUE,"Male",0,100,0,100,0,100,0,100,60,0,100,0,100,100,50,0,15,100,100,100,50,70,0,0,0,60,100,0,0,0,70,0,100,0,0,0
"1449","Republican","High School","White",TRUE,"Female",0,100,0,100,15,90,55,90,20,15,70,70,100,70,85,60,70,90,90,90,75,90,20,40,75,75,90,0,15,90,85,15,90,75,45,45
